Category,Title,Products
Language - az-Latn-AZ,"""Azerbaijani (Latin, Azerbaijan)"" LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [az-Latn-AZ_LIP]",Windows 10 Language Interface Packs
Language - az-Latn-AZ,"""Azerbaijani (Latin, Azerbaijan)"" LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [az-Latn-AZ_LIP]",Windows 10 Language Interface Packs
Language - ha-Latn-NG,"""Hausa (Latin, Nigeria)"" LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ha-Latn-NG_LIP]",Windows 10 Language Interface Packs
Language - ha-Latn-NG,"""Hausa (Latin, Nigeria)"" LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [ha-Latn-NG_LIP]",Windows 10 Language Interface Packs
Language - sr-Cyrl-BA,"""Serbian (Cyrillic, Bosnia and Herzegovina)"" LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [sr-Cyrl-BA_LIP]",Windows 10 Language Interface Packs
Language - sr-Cyrl-BA,"""Serbian (Cyrillic, Bosnia and Herzegovina)"" LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [sr-Cyrl-BA_LIP]",Windows 10 Language Interface Packs
Language - sr-Cyrl-RS,"""Serbian (Cyrillic, Serbia)"" LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [sr-Cyrl-RS_LIP]",Windows 10 Language Interface Packs
Language - sr-Cyrl-RS,"""Serbian (Cyrillic, Serbia)"" LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [sr-Cyrl-RS_LIP]",Windows 10 Language Interface Packs
Language - uz-Latn-UZ,"""Uzbek (Latin, Uzbekistan)"" LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [uz-Latn-UZ_LIP]",Windows 10 Language Interface Packs
Language - uz-Latn-UZ,"""Uzbek (Latin, Uzbekistan)"" LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [uz-Latn-UZ_LIP]",Windows 10 Language Interface Packs
Superseded,810649: Critical Update,Windows 2000
Superseded,810833: Security Update (Windows 2000),Windows 2000
Superseded,811630: Critical Update (Windows 2000),Windows 2000
Superseded,814033: Critical Update,Windows 2000
Superseded,"814078: Security Update (Microsoft Jscript version 5.5, Windows 2000)",Windows 2000
Language - af-ZA,Afrikaans (South Africa) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans (South Africa) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 10 - (KB3079343) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [af-ZA_LIP],Windows 10 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 8 - (KB2607607) [af-ZA_LIP],Windows 8 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [af-ZA_LIP],Windows 8 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 8.1 - (KB2839636) [af-ZA_LIP],Windows 8.1 Language Interface Packs
Language - af-ZA,Afrikaans Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [af-ZA_LIP],Windows 8.1 Language Interface Packs
Language - sq-AL,Albanian (Albania) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian (Albania) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 10 - (KB3079343) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [sq-AL_LIP],Windows 10 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 8 - (KB2607607) [sq-AL_LIP],Windows 8 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [sq-AL_LIP],Windows 8 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 8.1 - (KB2839636) [sq-AL_LIP],Windows 8.1 Language Interface Packs
Language - sq-AL,Albanian Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [sq-AL_LIP],Windows 8.1 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 10 - (KB3079343) [am-ET_LIP],Windows 10 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [am-ET_LIP],Windows 10 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [am-ET_LIP],Windows 10 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [am-ET_LIP],Windows 10 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 8 - (KB2607607) [am-ET_LIP],Windows 8 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [am-ET_LIP],Windows 8 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 8.1 - (KB2839636) [am-ET_LIP],Windows 8.1 Language Interface Packs
Language - am-ET,Amharic Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [am-ET_LIP],Windows 8.1 Language Interface Packs
Language - am-ET,Amharic LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [am-ET_LIP],Windows 10 Language Interface Packs
Language - am-ET,Amharic LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [am-ET_LIP],Windows 10 Language Interface Packs
Language - ar-SA,Arabic Language Pack,Windows Vista Ultimate Language Packs
Language - ar-SA,Arabic Language Pack - Windows 10 - (KB3079343) [ar-SA_LP],Windows 10 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 10 for x64-based Systems - (KB3079343) [ar-SA_LP],Windows 10 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 10 Version 1511 - (KB3109596) [ar-SA_LP],Windows 10 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [ar-SA_LP],Windows 10 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8  - (KB2607607) [ar-SA_LP],Windows 8 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8 for x64-based Systems - (KB2607607) [ar-SA_LP],Windows 8 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8.1 - (KB2839636) [ar-SA_LP],Windows 8.1 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8.1 - (KB3012997) [ar-SA_LP],Windows 8.1 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8.1 for x64-based Systems - (KB2839636) [ar-SA_LP],Windows 8.1 Language Packs
Language - ar-SA,Arabic Language Pack - Windows 8.1 for x64-based Systems - (KB3012997) [ar-SA_LP],Windows 8.1 Language Packs
Language - ar-SA,Arabic Language Pack - Windows Server 2012 for x64-based Systems - (KB2607607) [ar-SA_LP],Windows Server 2012 Language Packs
Language - ar-SA,Arabic Language Pack - Windows Server 2012 R2 - (KB2839636) [ar-SA_LP],Windows Server 2012 R2 Language Packs
Language - ar-SA,Arabic Language Pack - Windows Server 2012 R2 - (KB3012997) [ar-SA_LP],Windows Server 2012 R2 Language Packs
Language - ar-SA,Arabic LanguagePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ar-SA_LP],Windows 10 Language Packs
Language - ar-SA,Arabic LanguagePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [ar-SA_LP],Windows 10 Language Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 10 - (KB3079343) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 8 - (KB2607607) [hy-AM_LIP],Windows 8 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [hy-AM_LIP],Windows 8 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 8.1 - (KB2839636) [hy-AM_LIP],Windows 8.1 Language Interface Packs
Language - hy-AM,Armenian Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [hy-AM_LIP],Windows 8.1 Language Interface Packs
Language - hy-AM,Armenian LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - hy-AM,Armenian LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [hy-AM_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 10 - (KB3079343) [as-IN_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [as-IN_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [as-IN_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [as-IN_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 8 - (KB2607607) [as-IN_LIP],Windows 8 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [as-IN_LIP],Windows 8 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 8.1 - (KB2839636) [as-IN_LIP],Windows 8.1 Language Interface Packs
Language - as-IN,Assamese Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [as-IN_LIP],Windows 8.1 Language Interface Packs
Language - as-IN,Assamese LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [as-IN_LIP],Windows 10 Language Interface Packs
Language - as-IN,Assamese LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [as-IN_LIP],Windows 10 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 10 - (KB3079343) [az-Latn-AZ_LIP],Windows 10 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [az-Latn-AZ_LIP],Windows 10 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [az-Latn-AZ_LIP],Windows 10 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [az-Latn-AZ_LIP],Windows 10 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 8 - (KB2607607) [az-Latn-AZ_LIP],Windows 8 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [az-Latn-AZ_LIP],Windows 8 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 8.1 - (KB2839636) [az-Latn-AZ_LIP],Windows 8.1 Language Interface Packs
Language - az-Latn-AZ,Azerbaijani (Latin) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [az-Latn-AZ_LIP],Windows 8.1 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 10 - (KB3079343) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 8 - (KB2607607) [bn-BD_LIP],Windows 8 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [bn-BD_LIP],Windows 8 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 8.1 - (KB2839636) [bn-BD_LIP],Windows 8.1 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [bn-BD_LIP],Windows 8.1 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-BD,Bangla (Bangladesh) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [bn-BD_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 10 - (KB3079343) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 8 - (KB2607607) [bn-IN_LIP],Windows 8 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [bn-IN_LIP],Windows 8 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 8.1 - (KB2839636) [bn-IN_LIP],Windows 8.1 Language Interface Packs
Language - bn-IN,Bangla (India) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [bn-IN_LIP],Windows 8.1 Language Interface Packs
Language - bn-IN,Bangla (India) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - bn-IN,Bangla (India) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [bn-IN_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 10 - (KB3079343) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 8 - (KB2607607) [eu-ES_LIP],Windows 8 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 8 for x64-based Systems - (KB2607607) [eu-ES_LIP],Windows 8 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 8.1 - (KB2839636) [eu-ES_LIP],Windows 8.1 Language Interface Packs
Language - eu-ES,Basque Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [eu-ES_LIP],Windows 8.1 Language Interface Packs
Language - eu-ES,Basque LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - eu-ES,Basque LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [eu-ES_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian (Belarus) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian (Belarus) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 10 - (KB3079343) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [be-BY_LIP],Windows 10 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 8 - (KB2607607) [be-BY_LIP],Windows 8 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [be-BY_LIP],Windows 8 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 8.1 - (KB2839636) [be-BY_LIP],Windows 8.1 Language Interface Packs
Language - be-BY,Belarusian Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [be-BY_LIP],Windows 8.1 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 10 - (KB3079343) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 8 - (KB2607607) [bs-Latn-BA_LIP],Windows 8 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 8.1 - (KB2839636) [bs-Latn-BA_LIP],Windows 8.1 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [bs-Latn-BA_LIP],Windows 8.1 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian (Latin) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [bs-Latn-BA_LIP],Windows 10 Language Interface Packs
Language - bs-Latn-BA,Bosnian(Latin) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [bs-Latn-BA_LIP],Windows 8 Language Interface Packs
Language - bg-BG,Bulgarian Language Pack,Windows Vista Ultimate Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 10 - (KB3079343) [bg-BG_LP],Windows 10 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 10 for x64-based Systems - (KB3079343) [bg-BG_LP],Windows 10 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 10 Version 1511 - (KB3109596) [bg-BG_LP],Windows 10 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [bg-BG_LP],Windows 10 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8 - (KB2607607) [bg-BG_LP],Windows 8 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8 for x64-based Systems - (KB2607607) [bg-BG_LP],Windows 8 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8.1 - (KB2839636) [bg-BG_LP],Windows 8.1 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8.1 - (KB3012997) [bg-BG_LP],Windows 8.1 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8.1 for x64-based Systems - (KB2839636) [bg-BG_LP],Windows 8.1 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows 8.1 for x64-based Systems - (KB3012997) [bg-BG_LP],Windows 8.1 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows Server 2012 for x64-based Systems - (KB2607607) [bg-BG_LP],Windows Server 2012 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows Server 2012 R2 - (KB2839636) [bg-BG_LP],Windows Server 2012 R2 Language Packs
Language - bg-BG,Bulgarian Language Pack - Windows Server 2012 R2 - (KB3012997) [bg-BG_LP],Windows Server 2012 R2 Language Packs
Language - bg-BG,Bulgarian LanguagePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [bg-BG_LP],Windows 10 Language Packs
Language - bg-BG,Bulgarian LanguagePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [bg-BG_LP],Windows 10 Language Packs
Language - ca-ES,Catalan (Catalan) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan (Catalan) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 10 - (KB3079343) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [ca-ES_LIP],Windows 10 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 8 - (KB2607607) [ca-ES_LIP],Windows 8 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 8 for x64-based Systems - (KB2607607) [ca-ES_LIP],Windows 8 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 8.1 - (KB2839636) [ca-ES_LIP],Windows 8.1 Language Interface Packs
Language - ca-ES,Catalan Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [ca-ES_LIP],Windows 8.1 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 10 - (KB3079343) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 8 - (KB2607607) [ku-ARAB-IQ_LIP],Windows 8 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [ku-ARAB-IQ_LIP],Windows 8 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 8.1 - (KB2839636) [ku-Arab-IQ_LIP],Windows 8.1 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [ku-Arab-IQ_LIP],Windows 8.1 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - ku-Arab-IQ,Central Kurdish (Arabic) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [ku-Arab-IQ_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 10 - (KB3079343) [chr-Cher-US_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 10 for x64-based Systems - (KB3079343) [chr-Cher-US_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 10 Version 1511 - (KB3109596) [chr-Cher-US_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 10 Version 1511 for x64-based Systems - (KB3109596) [chr-Cher-US_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 8 - (KB2607607) [chr-CHER-US_LIP],Windows 8 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 8 for x64-based System - (KB2607607) [chr-CHER-US_LIP],Windows 8 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 8.1 - (KB2839636) [chr-Cher-US_LIP],Windows 8.1 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) Language Interface Pack - Windows 8.1 for x64-based Systems - (KB2839636) [chr-Cher-US_LIP],Windows 8.1 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) LanguageInterfacePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [chr-CHER-US_LIP],Windows 10 Language Interface Packs
Language - chr-Cher-US,Cherokee (Cherokee) LanguageInterfacePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [chr-CHER-US_LIP],Windows 10 Language Interface Packs
Language - zh-CN,Chinese (Simplified) Language Pack,Windows Vista Ultimate Language Packs
Language - zh-TW,Chinese (Traditional) Language Pack,Windows Vista Ultimate Language Packs
Language - zh-CN,Chinese Simplified (PR China) LanguagePack - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [zh-CN_LP],Windows 10 Language Packs
Language - zh-CN,Chinese Simplified (PR China) LanguagePack - Windows 10 Version 1607 for x86-based Systems - (KB3180030) [zh-CN_LP],Windows 10 Language Packs
Language - zh-CN,Chinese Simplified Language Pack - Windows 10 - (KB3079343) [zh-CN_LP],Windows 10 Language Packs
