Category,Title,Products
Language - fi-FI,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [fi-FI],Windows 10 Feature On Demand
Language - fr-CA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [fr-CA],Windows 10 Feature On Demand
Language - fr-CH,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [fr-CH],Windows 10 Feature On Demand
Language - fr-FR,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [fr-FR],Windows 10 Feature On Demand
Language - ga-IE,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ga-IE],Windows 10 Feature On Demand
Language - gd-GB,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [gd-GB],Windows 10 Feature On Demand
Language - gl-ES,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [gl-ES],Windows 10 Feature On Demand
Language - gu-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [gu-IN],Windows 10 Feature On Demand
Language - ha-Latn-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ha-Latn-NG],Windows 10 Feature On Demand
Language - he-IL,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [he-IL],Windows 10 Feature On Demand
Language - hi-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [hi-IN],Windows 10 Feature On Demand
Language - hr-HR,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [hr-HR],Windows 10 Feature On Demand
Language - hu-HU,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [hu-HU],Windows 10 Feature On Demand
Language - hy-AM,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [hy-AM],Windows 10 Feature On Demand
Language - id-ID,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [id-ID],Windows 10 Feature On Demand
Language - ig-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ig-NG],Windows 10 Feature On Demand
Language - is-IS,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [is-IS],Windows 10 Feature On Demand
Language - it-IT,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [it-IT],Windows 10 Feature On Demand
Language - ja-JP,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ja-JP],Windows 10 Feature On Demand
Language - ka-GE,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ka-GE],Windows 10 Feature On Demand
Language - kk-KZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [kk-KZ],Windows 10 Feature On Demand
Language - km-KH,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [km-KH],Windows 10 Feature On Demand
Language - kn-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [kn-IN],Windows 10 Feature On Demand
Language - kok-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [kok-IN],Windows 10 Feature On Demand
Language - ko-KR,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ko-KR],Windows 10 Feature On Demand
Language - ky-KG,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ky-KG],Windows 10 Feature On Demand
Language - lb-LU,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [lb-LU],Windows 10 Feature On Demand
Language - lb-LT,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [lt-LT],Windows 10 Feature On Demand
Language - lv-LV,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [lv-LV],Windows 10 Feature On Demand
Language - mi-NZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [mi-NZ],Windows 10 Feature On Demand
Language - mk-MK,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [mk-MK],Windows 10 Feature On Demand
Language - ml-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ml-IN],Windows 10 Feature On Demand
Language - mr-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [mr-IN],Windows 10 Feature On Demand
Language - ms-BN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ms-BN],Windows 10 Feature On Demand
Language - ms-MY,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ms-MY],Windows 10 Feature On Demand
Language - mt-MT,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [mt-MT],Windows 10 Feature On Demand
Language - nb-NO,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [nb-NO],Windows 10 Feature On Demand
Language - ne-NP,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ne-NP],Windows 10 Feature On Demand
Language - nl-BE,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [nl-be],Windows 10 Feature On Demand
Language - nl-NL,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [nl-NL],Windows 10 Feature On Demand
Language - nn-NO,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [nn-NO],Windows 10 Feature On Demand
Language - nso-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [nso-ZA],Windows 10 Feature On Demand
Language - or-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [or-IN],Windows 10 Feature On Demand
Language - pa-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [pa-IN],Windows 10 Feature On Demand
Language - pl-PL,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [pl-PL],Windows 10 Feature On Demand
Language - ps-AF,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ps-AF],Windows 10 Feature On Demand
Language - pt-BR,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [pt-BR],Windows 10 Feature On Demand
Language - pt-PT,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [pt-PT],Windows 10 Feature On Demand
Language - rm-CH,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [rm-CH],Windows 10 Feature On Demand
Language - ro-RO,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ro-RO],Windows 10 Feature On Demand
Language - ru-RU,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ru-RU],Windows 10 Feature On Demand
Language - ru-RW,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [rw-RW],Windows 10 Feature On Demand
Language - si-LK,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [si-LK],Windows 10 Feature On Demand
Language - sk-SK,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sk-SK],Windows 10 Feature On Demand
Language - sl-SI,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sl-SI],Windows 10 Feature On Demand
Language - sq-AL,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sq-AL],Windows 10 Feature On Demand
Language - sr-Cyrl-RS,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sr-Cyrl-RS],Windows 10 Feature On Demand
Language - sr-Latn-RS,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sr-Latn-RS],Windows 10 Feature On Demand
Language - sv-SE,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sv-SE],Windows 10 Feature On Demand
Language - sw-KE,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [sw-KE],Windows 10 Feature On Demand
Language - ta-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ta-IN],Windows 10 Feature On Demand
Language - te-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [te-IN],Windows 10 Feature On Demand
Language - th-TH,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [th-TH],Windows 10 Feature On Demand
Language - tn-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [tn-ZA],Windows 10 Feature On Demand
Language - tr-TR,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [tr-TR],Windows 10 Feature On Demand
Language - tt-RU,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [tt-RU],Windows 10 Feature On Demand
Language - uk-UA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [uk-UA],Windows 10 Feature On Demand
Language - ur-PK,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [ur-PK],Windows 10 Feature On Demand
Language - uz-Latn-UZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [uz-Latn-UZ],Windows 10 Feature On Demand
Language - vi-VN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [vi-VN],Windows 10 Feature On Demand
Language - wo-SN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [wo-SN],Windows 10 Feature On Demand
Language - xh-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [xh-ZA],Windows 10 Feature On Demand
Language - yo-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [yo-NG],Windows 10 Feature On Demand
Language - zh-CN,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [zh-CN],Windows 10 Feature On Demand
Language - zh-HK,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [zh-HK],Windows 10 Feature On Demand
Language - zh-TW,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [zh-TW],Windows 10 Feature On Demand
Language - zu-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for AMD64-based Systems - (KB4013868) [zu-ZA],Windows 10 Feature On Demand
Language - af-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [af-ZA],Windows 10 Feature On Demand
Language - am-ET,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [am-ET],Windows 10 Feature On Demand
Language - ar-EG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ar-EG],Windows 10 Feature On Demand
Language - ar-SA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ar-SA],Windows 10 Feature On Demand
Language - as-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [as-IN],Windows 10 Feature On Demand
Language - az-Latn-AZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [az-Latn-AZ],Windows 10 Feature On Demand
Language - bg-BG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [bg-BG],Windows 10 Feature On Demand
Language - bn-BD,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [bn-BD],Windows 10 Feature On Demand
Language - bn-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [bn-IN],Windows 10 Feature On Demand
Language - bs-Latn-BA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [bs-Latn-BA],Windows 10 Feature On Demand
Language - ca-ES,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ca-ES],Windows 10 Feature On Demand
Language - chr-Cher-US,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [chr-CHER-US],Windows 10 Feature On Demand
Language - cs-CZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [cs-CZ],Windows 10 Feature On Demand
Language - cy-GB,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [cy-GB],Windows 10 Feature On Demand
Language - da-DK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [da-DK],Windows 10 Feature On Demand
Language - de-AT,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [de-AT],Windows 10 Feature On Demand
Language - de-CH,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [de-CH],Windows 10 Feature On Demand
Language - de-DE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [de-DE],Windows 10 Feature On Demand
Language - el-GR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [el-GR],Windows 10 Feature On Demand
Language - en-AU,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-au],Windows 10 Feature On Demand
Language - en-CA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-ca],Windows 10 Feature On Demand
Language - en-GB,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-GB],Windows 10 Feature On Demand
Language - en-IE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-ie],Windows 10 Feature On Demand
Language - en-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-in],Windows 10 Feature On Demand
Language - en-US,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [en-US],Windows 10 Feature On Demand
Language - es-ES,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [es-ES],Windows 10 Feature On Demand
Language - es-MX,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [es-MX],Windows 10 Feature On Demand
Language - et-EE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [et-EE],Windows 10 Feature On Demand
Language - eu-ES,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [eu-ES],Windows 10 Feature On Demand
Language - fa-IR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [fa-IR],Windows 10 Feature On Demand
Language - fi-FI,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [fi-FI],Windows 10 Feature On Demand
Language - fr-CA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [fr-CA],Windows 10 Feature On Demand
Language - fr-CH,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [fr-CH],Windows 10 Feature On Demand
Language - fr-FR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [fr-FR],Windows 10 Feature On Demand
Language - ga-IE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ga-IE],Windows 10 Feature On Demand
Language - gd-GB,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [gd-GB],Windows 10 Feature On Demand
Language - gl-ES,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [gl-ES],Windows 10 Feature On Demand
Language - gu-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [gu-IN],Windows 10 Feature On Demand
Language - ha-Latn-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ha-Latn-NG],Windows 10 Feature On Demand
Language - he-IL,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [he-IL],Windows 10 Feature On Demand
Language - hi-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [hi-IN],Windows 10 Feature On Demand
Language - hr-HR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [hr-HR],Windows 10 Feature On Demand
Language - hu-HU,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [hu-HU],Windows 10 Feature On Demand
Language - hy-AM,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [hy-AM],Windows 10 Feature On Demand
Language - id-ID,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [id-ID],Windows 10 Feature On Demand
Language - ig-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ig-NG],Windows 10 Feature On Demand
Language - is-IS,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [is-IS],Windows 10 Feature On Demand
Language - it-IT,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [it-IT],Windows 10 Feature On Demand
Language - ja-JP,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ja-JP],Windows 10 Feature On Demand
Language - ka-GE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ka-GE],Windows 10 Feature On Demand
Language - kk-KZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [kk-KZ],Windows 10 Feature On Demand
Language - km-KH,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [km-KH],Windows 10 Feature On Demand
Language - kn-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [kn-IN],Windows 10 Feature On Demand
Language - kok-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [kok-IN],Windows 10 Feature On Demand
Language - ko-KR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ko-KR],Windows 10 Feature On Demand
Language - ky-KG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ky-KG],Windows 10 Feature On Demand
Language - lb-LU,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [lb-LU],Windows 10 Feature On Demand
Language - lb-LT,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [lt-LT],Windows 10 Feature On Demand
Language - lv-LV,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [lv-LV],Windows 10 Feature On Demand
Language - mi-NZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [mi-NZ],Windows 10 Feature On Demand
Language - mk-MK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [mk-MK],Windows 10 Feature On Demand
Language - ml-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ml-IN],Windows 10 Feature On Demand
Language - mr-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [mr-IN],Windows 10 Feature On Demand
Language - ms-BN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ms-BN],Windows 10 Feature On Demand
Language - ms-MY,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ms-MY],Windows 10 Feature On Demand
Language - mt-MT,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [mt-MT],Windows 10 Feature On Demand
Language - nb-NO,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [nb-NO],Windows 10 Feature On Demand
Language - ne-NP,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ne-NP],Windows 10 Feature On Demand
Language - nl-BE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [nl-be],Windows 10 Feature On Demand
Language - nl-NL,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [nl-NL],Windows 10 Feature On Demand
Language - nn-NO,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [nn-NO],Windows 10 Feature On Demand
Language - nso-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [nso-ZA],Windows 10 Feature On Demand
Language - or-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [or-IN],Windows 10 Feature On Demand
Language - pa-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [pa-IN],Windows 10 Feature On Demand
Language - pl-PL,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [pl-PL],Windows 10 Feature On Demand
Language - ps-AF,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ps-AF],Windows 10 Feature On Demand
Language - pt-BR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [pt-BR],Windows 10 Feature On Demand
Language - pt-PT,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [pt-PT],Windows 10 Feature On Demand
Language - rm-CH,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [rm-CH],Windows 10 Feature On Demand
Language - ro-RO,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ro-RO],Windows 10 Feature On Demand
Language - ru-RU,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ru-RU],Windows 10 Feature On Demand
Language - ru-RW,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [rw-RW],Windows 10 Feature On Demand
Language - si-LK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [si-LK],Windows 10 Feature On Demand
Language - sk-SK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sk-SK],Windows 10 Feature On Demand
Language - sl-SI,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sl-SI],Windows 10 Feature On Demand
Language - sq-AL,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sq-AL],Windows 10 Feature On Demand
Language - sr-Cyrl-RS,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sr-Cyrl-RS],Windows 10 Feature On Demand
Language - sr-Latn-RS,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sr-Latn-RS],Windows 10 Feature On Demand
Language - sv-SE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sv-SE],Windows 10 Feature On Demand
Language - sw-KE,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [sw-KE],Windows 10 Feature On Demand
Language - ta-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ta-IN],Windows 10 Feature On Demand
Language - te-IN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [te-IN],Windows 10 Feature On Demand
Language - th-TH,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [th-TH],Windows 10 Feature On Demand
Language - tn-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [tn-ZA],Windows 10 Feature On Demand
Language - tr-TR,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [tr-TR],Windows 10 Feature On Demand
Language - tt-RU,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [tt-RU],Windows 10 Feature On Demand
Language - uk-UA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [uk-UA],Windows 10 Feature On Demand
Language - ur-PK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [ur-PK],Windows 10 Feature On Demand
Language - uz-Latn-UZ,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [uz-Latn-UZ],Windows 10 Feature On Demand
Language - vi-VN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [vi-VN],Windows 10 Feature On Demand
Language - wo-SN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [wo-SN],Windows 10 Feature On Demand
Language - xh-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [xh-ZA],Windows 10 Feature On Demand
Language - yo-NG,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [yo-NG],Windows 10 Feature On Demand
Language - zh-CN,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [zh-CN],Windows 10 Feature On Demand
Language - zh-HK,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [zh-HK],Windows 10 Feature On Demand
Language - zh-TW,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [zh-TW],Windows 10 Feature On Demand
Language - zu-ZA,LanguageFeatureOnDemand - Windows 10 Build 15042 for x86-based Systems - (KB4013868) [zu-ZA],Windows 10 Feature On Demand
Language - af-ZA,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [af-ZA],Windows 10 Feature On Demand
Language - am-ET,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [am-ET],Windows 10 Feature On Demand
Language - ar-EG,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ar-EG],Windows 10 Feature On Demand
Language - ar-SA,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [ar-SA],Windows 10 Feature On Demand
Language - as-IN,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [as-IN],Windows 10 Feature On Demand
Language - az-Latn-AZ,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [az-Latn-AZ],Windows 10 Feature On Demand
Language - bg-BG,LanguageFeatureOnDemand - Windows 10 Version 1607 for AMD64-based Systems - (KB3180030) [bg-BG],Windows 10 Feature On Demand
